Date,Open,High,Low,Close,Adj Close,Volume
12/23/2014,5139.788086,5151.373047,5139.055176,5139.067871,5138.915039,4173190000
12/24/2014,5141.37793,5175.382813,5140.967773,5166.98291,5166.82959,3670180100
12/29/2014,5168.721191,5185.664063,5167.429199,5178.373047,5178.219238,3191469800
12/30/2014,5177.942871,5226.946777,5175.64209,5226.946777,5226.791504,4668635800
1/2/2015,5233.795898,5247.937988,5230.75,5242.769043,5242.613281,3813300000
1/5/2015,5229.684082,5233.660156,5206.285156,5219.995117,5219.840332,4484601900
1/6/2015,5186.204102,5194.803223,5169.060059,5169.060059,5168.90625,5151649500
1/7/2015,5175.554199,5207.375977,5174.795898,5207.118164,5206.963379,7208838900
1/8/2015,5218.399902,5230.179199,5208.993164,5211.828125,5211.67334,0
1/9/2015,5226.887207,5240.237793,5212.279785,5216.665039,5216.510254,0
1/12/2015,5202.749023,5220.249023,5183.213867,5187.933105,5187.779297,4766190100
1/13/2015,5199.935059,5217.221191,5197.085938,5214.358887,5214.204102,7292129600
1/14/2015,5217.204102,5225.022949,5159.667969,5159.667969,5159.515137,6397239800
1/15/2015,5180.434082,5193.955078,5168.007813,5188.711914,5188.558105,5418008600
1/16/2015,5182.01123,5204.493164,5148.378906,5148.378906,5148.226074,4481017800
1/19/2015,5152.15918,5171.684082,5132.706055,5152.092773,5151.939941,4347921400
1/20/2015,5154.370117,5166.089844,5121.814941,5166.089844,5165.936523,4581389600
1/21/2015,5176.351074,5215.266113,5164.304199,5215.266113,5215.111328,3853158500
1/22/2015,5215.640137,5267.571777,5215.025879,5253.183105,5253.026855,5853246600
1/23/2015,5281.183105,5325.039063,5281.183105,5323.884766,5323.726563,5997007800
1/26/2015,5302.63916,5309.523926,5208.421875,5260.023926,5259.867676,4623835000
1/27/2015,5254.457031,5277.148926,5243.75293,5277.148926,5276.992676,3909135300
1/28/2015,5272.221191,5279.914063,5263.544922,5268.852051,5268.695801,4387148500
1/29/2015,5263.535156,5266.98877,5253.452148,5262.717773,5262.561523,3824442300
1/30/2015,5290.387207,5298.459961,5281.581055,5289.403809,5289.246582,3829611600
2/2/2015,5277.153809,5291.414063,5257.207031,5276.23584,5276.07959,3268610500
2/3/2015,5287.623047,5310.112793,5282.057129,5291.717773,5291.560547,4389694500
2/4/2015,5315.448242,5348.84082,5298.120117,5315.28418,5315.126465,5197634100
2/5/2015,5309.12793,5314.286133,5254.036133,5279.89502,5279.738281,3918399900
2/6/2015,5297.351074,5342.515137,5296.597168,5342.515137,5342.356445,4589112300
2/9/2015,5341.758789,5375.087891,5333.22998,5348.470215,5348.311523,4043871500
2/10/2015,5353.807129,5362.573242,5310.083008,5321.474121,5321.315918,4228540400
2/11/2015,5336.657227,5345.081055,5327.893066,5336.519043,5336.36084,4563078100
